X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-121.824427186559,47.5572163495393,2071,3225,Snoqualmie Valley Trail Bridge 2178-33 (at Tokul Creek),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.158730103383,47.415912680062,2072,3226,Grant (Soos Creek Trail) Bridge 2250-01 (at Soos Creek),Bridge,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.157162799143,47.4020652462017,2073,3227,Grant (Soos Creek Trail) Bridge 2250-02 (at Soos Creek),Bridge,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.046113610663,47.4185464223491,2074,3228,Cedar River Trail-South Bridge 2266-01 (at Cedar River),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.043298423081,47.415244532157,2075,3229,Cedar River Trail-South Bridge 2266-02 (at 12' Road),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.039913893893,47.4112328492734,2076,3230,Cedar River Trail-South Bridge 2266-03 (at 12' Road),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.041798780395,47.3968813497437,2077,3231,Cedar River Trail-South Bridge 2266-06 (at Unclassified Creek),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.041343749859,47.3965377401962,2078,3232,Cedar River Trail-South Bridge 2266-07 (at Witte Road),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.030711956185,47.3936412860244,2079,3233,Cedar River Trail-South Bridge 2266-08 (at Cedar River/Lower Dorre Don Way SE),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.027213256709,47.3940988820485,2080,3234,Cedar River Trail-South Bridge 2266-09 (at Dorre Don Way SE),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.018296505872,47.3891011917611,2081,3235,Cedar River Trail-South Bridge 2266-10 (at Cedar River),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.017254024995,47.3799449049379,2082,3236,Cedar River Trail-South Bridge 2266-11 (at SE 248th St/class 2 Creek),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.991931013345,47.3843849854158,2083,3237,Cedar River Trail-South Bridge 2266-12 (at Cedar River),Bridge,Cedar River Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.956541014427,47.3847803899077,2084,3238,Cedar River Trail-South Bridge 2266-13 (at Cedar River),Bridge,Cedar River Trail-South Bridge 2266-13 (at Cedar River),Bridge,Other Utility District,Other Government,Other Utility District,Other Government,Other Utility District,Other Government
-121.852662501896,47.3904925131927,2085,3239,Cedar River Trail-South Bridge 2266-14 (at Taylor Creek),Bridge,Cedar River Trail-South Bridge 2266-14 (at Taylor Creek),Bridge,Other Utility District,Other Government,Other Utility District,Other Government,Other Utility District,Other Government
-121.794464641941,47.4146038770657,2086,3240,Cedar River Trail-South Bridge 2266-15 (at Cedar River),Bridge,Cedar River Trail-South Bridge 2266-15 (at Cedar River),Bridge,Other Utility District,Other Government,Other Utility District,Other Government,Other Utility District,Other Government
-121.781107354911,47.4242189657742,2087,6823,Bridge,Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.741856033358,47.4701988411187,2088,3243,Snoqualmie Valley Trail Bridge 2178-43 (at South Fork Snoqualmie River),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.786451991587,47.5020604292256,2089,3244,Snoqualmie Valley Trail Bridge 2178-42 (at South Fork Snoqualmie River),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.78742684935,47.5033997785236,2090,3245,Snoqualmie Valley Trail Bridge 2178-41 (at Class 2 Stream),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.788646815578,47.5050283751718,2091,3246,Snoqualmie Valley Trail Bridge 2178-40 (at Low Ground),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.791845744857,47.5094271124778,2092,3247,Snoqualmie Valley Trail Bridge 2178-39 (at Stagnant Water),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.79377427635,47.5120433726799,2093,3248,Snoqualmie Valley Trail Bridge 2178-38 (at Stagnant Water),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.799596302585,47.5197791702906,2094,3250,Snoqualmie Valley Trail Bridge 2178-36 (at Low Ground),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.806652529729,47.5295499883389,2095,3252,Snoqualmie Valley Trail Bridge 2178-34 (at Snoqualmie River),Bridge,Snoqualmie Valley Trail Site,Trail Site Regional,,,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.921482385207,47.5323091559148,2096,3253,Preston/Snoqualmie Trail Bridge 2277-01 (at Class 3 Creek),Bridge,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.920985314467,47.5326111115914,2097,3254,Preston/Snoqualmie Trail Bridge 2277-02 (at Classs 3 Creek),Bridge,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.353530346534,47.4834631489744,2098,3255,Seahurst Bridge 2319-01 (at Class 4 Creek),Bridge,Seahurst Bridge 2319-01 (at Class 4 Creek),Bridge,City of Burien,City,City of Burien,City,City of Burien,City
-121.907930634109,47.5422508059622,2099,3256,Preston-Snoquamie Trail Bridge 7000-00 (at Unclassified Creek),Bridge,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.916132809741,47.5365431997719,2100,3257,Preston-Snoqualmie Trail Bridge 7001-00 (at Swale),Bridge,Preston Snoqualmie Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143457088334,47.3795428964953,2101,1394,Storage Shed,Building (Other),Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.142906213506,47.3795312433648,2102,1395,Storage Shed,Building (Other),Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143523878972,47.3787671457283,2103,1396,Storage Shed,Building (Other),Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143121784847,47.3793980870114,2104,1385,South Utility Mow Crew,Office,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143164676815,47.3789920782223,2105,1386,Soos Creek Maintenance Shop Parking Lot,Parking Lot,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143884772163,47.3786097770748,2106,1387,Meridian South Parking Lot,Parking Lot,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143717066099,47.3785351199219,2107,1353,Bollard,Bollard,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143635114869,47.3784414483246,2108,1388,Picnic Area,Picnic Area,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.14130027703,47.3784458996523,2109,1389,Picnic Area,Picnic Area,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.143798143017,47.3788585929699,2110,1355,Gate,Gate,Soos Creek Shop Complex,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310545986499,47.4809057760143,2111,1651,Tennis Court,Tennis Court,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.310728672681,47.480903398304,2112,1652,Tennis Court,Tennis Court,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.311701900591,47.480972133652,2113,1650,Soccer Field,Soccer Field,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.312568910524,47.4805174925782,2114,1555,Parking Lot,Parking Lot,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.312586977955,47.4794774095952,2115,1556,Parking Lot,Parking Lot,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.312275185054,47.480642233976,2116,1397,Baseball Field,Baseball Field,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.31230812234,47.4792875846839,2117,1398,Baseball Field,Baseball Field,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.312719328334,47.4786937849707,2118,1399,Baseball Field,Baseball Field,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.31079409194,47.4783077605614,2119,1400,Baseball Field,Baseball Field,Sunset Playfield,Park Site,King County Parks and Recreation,King County Parks,City of SeaTac,City,City of SeaTac,City
-122.310970954993,47.4795145823375,2120,1401,Storage Shed,Building (Other),Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310564138976,47.4785848216328,2121,1402,Public Works,Building (Other),Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310453906845,47.4797308940657,2122,1553,Maintenance Office & Shop,Office,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310484960316,47.4804075983163,2123,1557,Sunset House,Office,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310373900843,47.4798447847969,2124,1649,Sign,Sign,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.310346298768,47.4804059889959,2125,1403,Gate,Gate,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.462683470225,47.4292261804168,2126,1739,Garage,Building (Other),Vashon Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.463624312472,47.4286646151298,2127,1740,Garage,Building (Other),Vashon Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
